Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
2015-1400;;DEPARTEMENT ILLE ET VILAINE;;;;3 COL DEP (ORGERES+BETTON+LA MEZIERE)-TVX PEINTURE 3 COL DEP (ORGERES+BETTON+LA MEZIERE)-TVX PEINTURE;;Non disponible;;;;;;2015;2015-10-05;;;1925;;;;3.18622e+13;CHALMEL SAS;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1376;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-10-23;;;54;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1369;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V;;Non disponible;;;;;;2015;2015-10-26;;;771;;;;3.15907e+13;IMPRIMERIE CHAMPAGNAC;Titulaire;15000;15;Hors Bretagne;AURILLAC;;Non disponible;;;;;44.9195092273, 2.3987245584
2015-1351;;DEPARTEMENT ILLE ET VILAINE;;;;2015934-CIS ROMILLE-CREATION D'UNE CELLULE DE DESINFECTION 2015934-CIS ROMILLE-CREATION D'UNE CELLULE DE DESINFECTION;;Non disponible;;;;;;2015;2015-12-07;;;4421;;;;4.92343e+13;SIMEBAT;Titulaire;35230;35;Ille-et-Vilaine;ORGERES;;Non disponible;;;;;48.0164430154, -1.6442206032
2015-1347;;DEPARTEMENT ILLE ET VILAINE;;;;ACQUISITION D'UN ANALYSEUR A FLUX CONTINU ET D'UNE SOLUT ACQUISITION D'UN ANALYSEUR A FLUX CONTINU ET D'UNE SOLUT;;Non disponible;;;;;;2015;2015-11-18;;;107724;;;;3.28131e+13;SKALAR ANALYTIQUE;Titulaire;94110;94;Hors Bretagne;ARCUEIL;;Non disponible;;;;;48.8054545839, 2.33403821483
2015-1344;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V;;Non disponible;;;;;;2015;2015-10-19;;;120;;;;3.15907e+13;IMPRIMERIE CHAMPAGNAC;Titulaire;15000;15;Hors Bretagne;AURILLAC;;Non disponible;;;;;44.9195092273, 2.3987245584
2015-1337;;DEPARTEMENT ILLE ET VILAINE;;;;OUVRAGES DE FICTION POUR ADULTES (SAUF BD) - MEDIATHEQUE OUVRAGES DE FICTION POUR ADULTES (SAUF BD) - MEDIATHEQUE;;Non disponible;;;;;;2015;2015-11-09;;;13282;;;;9.56513e+13;LIBRAIRIE DECITRE;Titulaire;69371;69;Hors Bretagne;LYON CEDEX 8;;Non disponible;;;;;
2015-1322;;DEPARTEMENT ILLE ET VILAINE;;;;ACQUISITION ET INSTALLATION D'UN PRODUCTEUR D'EAU ULTRAP ACQUISITION ET INSTALLATION D'UN PRODUCTEUR D'EAU ULTRAP;;Non disponible;;;;;;2015;2015-11-13;;;7480;;;;4.34691e+13;MERCK MILLIPORE;Titulaire;78054;78;Hors Bretagne;ST QUENTIN EN YVELINES;;Non disponible;;;;;
2015-1316;;DEPARTEMENT ILLE ET VILAINE;;;;COL TH.MONOD+ECHANGE- TVX PLOMB,CHAUF P/INSTALL EQUIPEMEN COL TH.MONOD+ECHANGE- TVX PLOMB,CHAUF P/INSTALL EQUIPEMEN;;Non disponible;;;;;;2015;2015-10-16;;;3034;;;;4.40056e+13;SPIE OUEST CENTRE;Titulaire;35651;35;Ille-et-Vilaine;LE RHEU;;Non disponible;;;;;
2015-1301;;DEPARTEMENT ILLE ET VILAINE;;;;COL VICTOR SEGALEN-CHATEAUGIRON-PASSIVATION DES ACIERS + T COL VICTOR SEGALEN-CHATEAUGIRON-PASSIVATION DES ACIERS + T;;Non disponible;;;;;;2015;2015-10-01;;;6092;;;;3.92175e+13;CANEVET;Titulaire;35160;35;Ille-et-Vilaine;BRETEIL;;Non disponible;;;;;48.0975671546, -1.94600681697
2015-1296;;DEPARTEMENT ILLE ET VILAINE;;;;ECRANS ACOUSTIQUES CHATELLIER RD 62 DEV TALENSAC ECRANS ACOUSTIQUES CHATELLIER RD 62 DEV TALENSAC;;Non disponible;;;;;;2015;2016-03-14;;;33358;;;;5.10687e+13;AER EIFFAGE TP;Titulaire;44470;44;Hors Bretagne;CARQUEFOU;;Non disponible;;;;;47.3000422915, -1.4503189654
2015-1288;;DEPARTEMENT ILLE ET VILAINE;;;;Maintenance du progiciel Salvia Developpements et prestati Maintenance du progiciel Salvia Developpements et prestati;;Non disponible;;;;;;2015;2015-10-13;;;2115;;;;7.91961e+13;SALVIA DEVELOPPEMENT;Titulaire;93534;93;Hors Bretagne;AUBERVILLIERS CEDEX;;Non disponible;;;;;
2015-1285;;DEPARTEMENT ILLE ET VILAINE;;;;CIS SAINT GEORGES-RENNES-TVX REMPLACEMENT CANALISATION CHAUF CIS SAINT GEORGES-RENNES-TVX REMPLACEMENT CANALISATION CHAUF;;Non disponible;;;;;;2015;2015-09-30;;;4812;;;;4.40056e+13;SPIE OUEST CENTRE;Titulaire;35651;35;Ille-et-Vilaine;LE RHEU;;Non disponible;;;;;
2015-128;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION DE DOCUMENTS ET PANNEAUX D'EXPOSITION POUR LE D IMPRESSION DE DOCUMENTS ET PANNEAUX D'EXPOSITION POUR LE D;;Non disponible;;;;;;2015;2015-01-02;;;3160;;;;3.32361e+13;IMPRIMERIE DES HAUTS DE VILAINE;Titulaire;35221;35;Ille-et-Vilaine;CHATEAUBOURG CEDEX;;Non disponible;;;;;
2015-1273;;DEPARTEMENT ILLE ET VILAINE;;;;M2015-761 FOURNITURE DE GAZ EN BOUTEILLE POUR LES BESOINS M2015-761 FOURNITURE DE GAZ EN BOUTEILLE POUR LES BESOINS;;Non disponible;;;;;;2015;2015-10-28;;;2890;;;;3.41415e+13;SOL FRANCE;Titulaire;95310;95;Hors Bretagne;CERGY PONTOISE;;Non disponible;;;;;49.0444511055, 2.12902407572
2015-1271;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-09-14;;;550;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1265;;DEPARTEMENT ILLE ET VILAINE;;;;CIS ACIGNE-LOT MENUISERIES EXT. P/EXTENSION + AMENAGT IN CIS ACIGNE-LOT MENUISERIES EXT. P/EXTENSION + AMENAGT IN;;Non disponible;;;;;;2015;2015-06-05;;;13680;;;;3.37885e+13;ATLANTIQUE OUVERTURES;Titulaire;44360;44;Hors Bretagne;VIGNEUX DE BRETAGNE;;Non disponible;;;;;47.2931220587, -1.77460002675
2015-1261;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-07-22;;;616;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1259;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-09-14;;;111;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1258;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT ILLE ET IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT ILLE ET;;Non disponible;;;;;;2015;2015-09-10;;;110;;;;6.892e+13;AGELIA;Titulaire;35135;35;Ille-et-Vilaine;CHANTEPIE;;Non disponible;;;;;48.0823134568, -1.60390327167
2015-1257;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION DE DOCUMENTS POUR LE DEPARTEMENT D'ILLE ET VILA IMPRESSION DE DOCUMENTS POUR LE DEPARTEMENT D'ILLE ET VILA;;Non disponible;;;;;;2015;2015-08-18;;;2924;;;;3.32361e+13;IMPRIMERIE DES HAUTS DE VILAINE;Titulaire;35221;35;Ille-et-Vilaine;CHATEAUBOURG CEDEX;;Non disponible;;;;;
2015-1247;;DEPARTEMENT ILLE ET VILAINE;;;;M.2013785-2015 M.2013785-2015;;Non disponible;;;;;;2015;2015-10-14;;;10368;;;;4.38133e+13;RBMR SARL;Sous-Traitant;91600;91;Hors Bretagne;SAVIGNY SUR ORGE;;Non disponible;;;;;48.6839573506, 2.34917991911
2015-1228;;DEPARTEMENT ILLE ET VILAINE;;;;COL LES ORMEAUX-RENNES-AMENAGEMENT LAVERIE-ENTREPRISE : 12 COL LES ORMEAUX-RENNES-AMENAGEMENT LAVERIE-ENTREPRISE : 12;;Non disponible;;;;;;2015;2015-06-30;;;29400;;;;4.91035e+13;SAJANE;Titulaire;35132;35;Ille-et-Vilaine;VEZIN LE COQUET;;Non disponible;;;;;48.1177261674, -1.74902615874
2015-1211;;DEPARTEMENT ILLE ET VILAINE;;;;COL J. BREL-NOYAL SUR VILAINE-DESAMIANTAGE RESTAURANT SCOLAI COL J. BREL-NOYAL SUR VILAINE-DESAMIANTAGE RESTAURANT SCOLAI;;Non disponible;;;;;;2015;2015-07-02;;;24535;;;;3.81663e+13;ONET TECHNOLOGIES NUCLEAR DECOM;Titulaire;13258;13;Hors Bretagne;MARSEILLE CEDEX 9;;Non disponible;;;;;
2015-1205;;DEPARTEMENT ILLE ET VILAINE;;;;CIS LOUVIGNE-AIRE DE LAVAGE DESEMBOUEUR-LOT 4 ELECTRICITE CE CIS LOUVIGNE-AIRE DE LAVAGE DESEMBOUEUR-LOT 4 ELECTRICITE CE;;Non disponible;;;;;;2015;2015-11-16;;;3362;;;;5.37916e+13;CEGELEC PORTE DE BRETAGNE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1189;;DEPARTEMENT ILLE ET VILAINE;;;;COL HAUTES OURMES-TVX PLOMB.CHAUF P/SUPPRESSION BRIDE GAZ COL HAUTES OURMES-TVX PLOMB.CHAUF P/SUPPRESSION BRIDE GAZ;;Non disponible;;;;;;2015;2015-08-31;;;3268;;;;3.11098e+13;MISSENARD QUINT;Titulaire;35136;35;Ille-et-Vilaine;ST JACQUES DE LA LANDE;;Non disponible;;;;;48.0756152409, -1.72379516308
2015-1187;;DEPARTEMENT ILLE ET VILAINE;;;;Lot N? 8 - Maconnerie RENOVATION DE DEUX LOGT DE FONCTIO Lot N? 8 - Maconnerie RENOVATION DE DEUX LOGT DE FONCTIO;;Non disponible;;;;;;2015;2015-10-19;;;3165;;;;5.28951e+13;MARIOTTE;Sous-Traitant;35538;35;Ille-et-Vilaine;NOYAL SUR VILAINE;;Non disponible;;;;;
2015-1181;;DEPARTEMENT ILLE ET VILAINE;;;;COL FRANCOISE DOLTO-PACE-REFECTION CARRELAGE LOGET FONCTION- COL FRANCOISE DOLTO-PACE-REFECTION CARRELAGE LOGET FONCTION-;;Non disponible;;;;;;2015;2015-07-21;;;4933;;;;3.18622e+13;CHALMEL SAS;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1180;;DEPARTEMENT ILLE ET VILAINE;;;;MAISON SPORTS RENNES- TVX EMBELLISSEMENT- LOT 5 PEINTURE/R MAISON SPORTS RENNES- TVX EMBELLISSEMENT- LOT 5 PEINTURE/R;;Non disponible;;;;;;2015;2015-08-03;;;24000;;;;3.18622e+13;CHALMEL SAS;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1174;;DEPARTEMENT ILLE ET VILAINE;;;;COL ROSA PARK-RENNES-CREATION CLASSE SEGPA-ENTREPRISE INEO A COL ROSA PARK-RENNES-CREATION CLASSE SEGPA-ENTREPRISE INEO A;;Non disponible;;;;;;2015;2015-06-26;;;4869;;;;4.14799e+13;INEO ATLANTIQUE SNC;Titulaire;35170;35;Ille-et-Vilaine;BRUZ;;Non disponible;;;;;48.0258206706, -1.74865477283
2015-1171;;DEPARTEMENT ILLE ET VILAINE;;;;AMIANTE PLOMB DECONSTRUCTIONS - CIS RENNES SUD - M.2015116 AMIANTE PLOMB DECONSTRUCTIONS - CIS RENNES SUD - M.2015116;;Non disponible;;;;;;2015;2015-03-11;;;20979;;;;3.18547e+13;SOCIETE AMIANLYS;Titulaire;35310;35;Ille-et-Vilaine;MORDELLES;;Non disponible;;;;;48.0615640681, -1.86453604363
2015-1149;;DEPARTEMENT ILLE ET VILAINE;;;;CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT11 ROBIDEL SARL CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT11 ROBIDEL SARL;;Non disponible;;;;;;2015;2015-09-21;;;13307;;;;3.43693e+13;ROBIDEL SARL;Titulaire;35420;35;Ille-et-Vilaine;LE FERRE;;Non disponible;;;;;48.4829733533, -1.18630787261
2015-1148;;DEPARTEMENT ILLE ET VILAINE;;;;CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT8 MACONNERIE CANEVET CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT8 MACONNERIE CANEVET;;Non disponible;;;;;;2015;2015-09-14;;;6724;;;;3.92175e+13;CANEVET;Titulaire;35160;35;Ille-et-Vilaine;BRETEIL;;Non disponible;;;;;48.0975671546, -1.94600681697
2015-1147;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-08-05;;;26;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1139;;DEPARTEMENT ILLE ET VILAINE;;;;2013-1072 DEPANNAGE DIAGNOSTIC ET  REPARATION MAT AGRICOLES 2013-1072 DEPANNAGE DIAGNOSTIC ET  REPARATION MAT AGRICOLES;;Non disponible;;;;;;2015;2015-12-24;;;6761;;;;4.78781e+13;CLAAS;Titulaire;35532;35;Ille-et-Vilaine;NOYAL SUR VILAINE;;Non disponible;;;;;
2015-1127;;DEPARTEMENT ILLE ET VILAINE;;;;COL HTES OURMES RENNES- TVX CLOISONS PLATRE ISOLATION P/LO COL HTES OURMES RENNES- TVX CLOISONS PLATRE ISOLATION P/LO;;Non disponible;;;;;;2015;2015-07-17;;;544;;;;4.92343e+13;SIMEBAT;Titulaire;35230;35;Ille-et-Vilaine;ORGERES;;Non disponible;;;;;48.0164430154, -1.6442206032
2015-1119;;DEPARTEMENT ILLE ET VILAINE;;;;Urbanisation du system d'information par l'integrati Urbanisation du system d'information par l'integrati;;Non disponible;;;;;;2015;2015-09-28;;;21276;;;;7.02043e+13;CGI FRANCE EX LOGICA;Titulaire;92400;92;Hors Bretagne;COURBEVOIE;;Non disponible;;;;;48.8983884255, 2.25522376319
2015-1106;;DEPARTEMENT ILLE ET VILAINE;;;;ACQUISITION D'UN SYSTEME DE CHROMATOGRAPHIE COUPLE D'UN ACQUISITION D'UN SYSTEME DE CHROMATOGRAPHIE COUPLE D'UN;;Non disponible;;;;;;2015;2015-09-10;;;312621;;;;4.33819e+13;LIFE SCIENCES HOLDINGS FRANCE;Titulaire;91940;91;Hors Bretagne;LES ULIS;;Non disponible;;;;;48.6746009432, 2.16779886217
2015-1097;;DEPARTEMENT ILLE ET VILAINE;;;;2012-739 PIECES DETACHEES POUR MAT AGRI ET ENGINS TP 2012-739 PIECES DETACHEES POUR MAT AGRI ET ENGINS TP;;Non disponible;;;;;;2015;2015-11-19;;;22811;;;;4.78781e+13;CLAAS;Titulaire;35532;35;Ille-et-Vilaine;NOYAL SUR VILAINE;;Non disponible;;;;;
2015-109;;DEPARTEMENT ILLE ET VILAINE;;;;Maintenance et assistance des logiciels EDULOG et TIP et pre Maintenance et assistance des logiciels EDULOG et TIP et pre;;Non disponible;;;;;;2015;2015-01-09;;;51986;;;;4.87947e+13;OPTIM@TRANS;Titulaire;35440;35;Ille-et-Vilaine;FEINS;;Non disponible;;;;;48.3260797926, -1.69262805003
2015-1089;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V;;Non disponible;;;;;;2015;2015-08-26;;;422;;;;3.15907e+13;IMPRIMERIE CHAMPAGNAC;Titulaire;15000;15;Hors Bretagne;AURILLAC;;Non disponible;;;;;44.9195092273, 2.3987245584
2015-1077;;DEPARTEMENT ILLE ET VILAINE;;;;DEBROUSSAILLAGE ROUTES DEPARTEMENTALES DEBROUSSAILLAGE ROUTES DEPARTEMENTALES;;Non disponible;;;;;;2015;2015-09-17;;;3924;;;;4.98453e+13;QUILY;Titulaire;35330;35;Ille-et-Vilaine;COMBLESSAC;;Non disponible;;;;;47.9061092549, -2.00014348088
2015-1067;;DEPARTEMENT ILLE ET VILAINE;;;;2015643 MISSION ASSISTANCE DSP 2015643 MISSION ASSISTANCE DSP;;Non disponible;;;;;;2015;2015-07-30;;;10080;;;;4.44986e+13;AGRIATE CONSEIL;Titulaire;92100;92;Hors Bretagne;BOULOGNE BILLANCOURT;;Non disponible;;;;;48.8364966292, 2.23867632216
2015-1063;;DEPARTEMENT ILLE ET VILAINE;;;;COLLEGE BELLEVUE A REDON-TRAVAUX DE REFECTION DES FACADES COLLEGE BELLEVUE A REDON-TRAVAUX DE REFECTION DES FACADES;;Non disponible;;;;;;2015;2015-07-13;;;462739;;;;4.8182e+13;FERATTE;Titulaire;35580;35;Ille-et-Vilaine;GUICHEN;;Non disponible;;;;;47.9620542944, -1.8429715247
2015-1058;;DEPARTEMENT ILLE ET VILAINE;;;;CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT 5 PEINTURE-SMAP CDAS FOUGERES-REAMENAGEMENT LOCAUX-LOT 5 PEINTURE-SMAP;;Non disponible;;;;;;2015;2015-09-21;;;97407;;;;3.92998e+13;SMAP;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;48.1206278296, -1.59690492956
2015-1047;;DEPARTEMENT ILLE ET VILAINE;;;;2015658 - REMPLACEMENT DES ADJOINTS TECHNIQUES COLLEGES 2015658 - REMPLACEMENT DES ADJOINTS TECHNIQUES COLLEGES;;Non disponible;;;;;;2015;2015-08-25;;;15591;;;;3.78419e+13;RELAIS EMPLOI;Co-Traitant;35170;35;Ille-et-Vilaine;BRUZ;;Non disponible;;;;;48.0258206706, -1.74865477283
2015-1047;;DEPARTEMENT ILLE ET VILAINE;;;;2015658 - REMPLACEMENT DES ADJOINTS TECHNIQUES COLLEGES 2015658 - REMPLACEMENT DES ADJOINTS TECHNIQUES COLLEGES;;Non disponible;;;;;;2015;2015-08-25;;;5129;;;;3.40257e+13;ASS ACTIF LA MEZIERE;Co-Traitant;35520;35;Ille-et-Vilaine;LA MEZIERE;;Non disponible;;;;;48.2154723883, -1.71567755367
2015-1046;;DEPARTEMENT ILLE ET VILAINE;;;;LEVER LES FREINS VERS L'INSERTION PROFESSIONNELLE PAR UN A LEVER LES FREINS VERS L'INSERTION PROFESSIONNELLE PAR UN A;;Non disponible;;;;;;2015;2015-06-18;;;6747;;;;5.13116e+13;GCMS FIL ROUGE 35;Titulaire;35200;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1043;;DEPARTEMENT ILLE ET VILAINE;;;;COLL ROQUEBLEUE-RENOVATION SALLE DE TECHNOLOGIE-LOT5 PEINTUR COLL ROQUEBLEUE-RENOVATION SALLE DE TECHNOLOGIE-LOT5 PEINTUR;;Non disponible;;;;;;2015;2015-07-06;;;3420;;;;3.5063e+13;LEBLOIS SA;Sous-Traitant;50240;50;Hors Bretagne;SAINT JAMES;;Non disponible;;;;;48.5346671898, -1.33682462568
2015-1011;;DEPARTEMENT ILLE ET VILAINE;;;;COL HAUTES OURMES-RENNES-EMBELLISSEMENT LOGEMENT FONCTION-EN COL HAUTES OURMES-RENNES-EMBELLISSEMENT LOGEMENT FONCTION-EN;;Non disponible;;;;;;2015;2015-07-20;;;7739;;;;3.88087e+13;AUBERT LOUIS SARL;Titulaire;35650;35;Ille-et-Vilaine;LE RHEU;;Non disponible;;;;;48.0975609665, -1.78120048308
2015-1005;;DEPARTEMENT ILLE ET VILAINE;;;;CLG Gerard de Nerval Vitre remplacement sols-evier-meu CLG Gerard de Nerval Vitre remplacement sols-evier-meu;;Non disponible;;;;;;2015;2015-09-14;;;6180;;;;3.18622e+13;CHALMEL SAS;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
2015-1000;;DEPARTEMENT ILLE ET VILAINE;;;;2012-618 CONTROLE TECHNIQUE PL ET AUTOCARS 2012-618 CONTROLE TECHNIQUE PL ET AUTOCARS;;Non disponible;;;;;;2015;2015-10-10;;;9373;;;;4.37808e+13;AUTO BILAN FRANCE;Titulaire;78196;78;Hors Bretagne;TRAPPES CEDEX;;Non disponible;;;;;
2015-411553;;Ville de Quimper;;;contrat initial;CTM - Construction d’un hangar voirie - Portes Sectionelles;;Travaux;Procédure adaptée;29500.0;Ergué-Gabéric;;29.0;2015;2015-08-26;;;;14220;;;;Bretagne Fermetures Industrielles;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411526;;Ville de Quimper;;;contrat initial;Désamiantage dans les bâtiments communaux - Programme 2015 - GS Le Guyader démolition de la classe mobile compris désamiantage;;Travaux;Procédure adaptée;29170.0;Fouesnant;;29.0;2015;2015-05-15;;;;14957;;;;VAISSE Bruno;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411456;;Ville de Quimper;;;contrat initial;Réhabilitation de trois ensembles de bâtiments existants conservés - Pôle Max Jacob - Charpente;;Travaux;Procédure adaptée;29850.0;Gouesnou;;29.0;2015;2015-01-15;;;;15186;;;;ATELIERS DLB;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Ville de Quimper;;;contrat initial;Peinture sur menuiseries bois extérieures CMAD Quimper;;Travaux;Procédure adaptée;29290.0;Milizac;;29.0;2015;2015-11-17;;;;23615;;;;LES COULEURS BRESTOISES;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Ville de Quimper;;;contrat initial;Travaux de rénovation de la tribune de la Halle des Sports d'Ergué Armel de la ville de Quimper;;Travaux;Procédure adaptée;68650.0;Lapoutroie;;29.0;2015;2015-09-25;;;;23854;;;;HUSSON;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411523;;Ville de Quimper;;;contrat initial;Désamiantage dans les bâtiments communaux - Programme 2015 – lot 1 - GS Paul Langevin désamiantage zone administrative;;Travaux;Procédure adaptée;29413.0;Landerneau;;29.0;2015;2015-05-12;;;;27652;;;;LIZIARD;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411556;;Ville de Quimper;;;contrat initial;CTM - Construction d’un hangar voirie – lot 9 - Electricité - Chauffage;;Travaux;Procédure adaptée;29860.0;Plabennec;;29.0;2015;2015-08-25;;;;28166;;;;SAITEL;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411508;;Ville de Quimper;;;contrat initial;Aménagement de locaux associatif dans l’ancienne auberge de jeunesse - Electricité – lot 8;;Travaux;Procédure adaptée;29490.0;Guipavas;;29.0;2015;2015-03-26;;;;31390;;;;LAUTECH;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Ville de Quimper;;;contrat initial;Travaux de réfection et d'aménagement des zones de travail pour l'atelier garage et l'atelier pneumatiques;;Travaux;Procédure adaptée;29500.0;Ergué-Gabéric;;29.0;2015;2015-04-22;;;;33624;;;;SATRAS;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411455;;Ville de Quimper;;;contrat initial;Réhabilitation de trois ensembles de bâtiments existants conservés - Pôle Max Jacob - Cloisons doublages et faux plafonds non démontables - lot 21;;Travaux;Procédure adaptée;29590.0;La Faou;;29.0;2015;2015-01-13;;;;45692;;;;ATLANTIC BATIMENT;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411558;;Ville de Quimper;;;contrat initial;CTM - Construction d’un hangar voirie - Serrurerie- Menuiseries extérieures – lot 5;;Travaux;Procédure adaptée;56100.0;Lorient;;29.0;2015;2015-10-12;;;;47990;;;;LG BAHUON;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Ville de Quimper;;;contrat initial;Refonte de la chaufferie au groupe scolaire Diwan de Kermoysan;;Travaux;Procédure adaptée;56520.0;Guidel;;29.0;2015;2015-07-08;;;;48369;;;;ID ENVIRONNEMENT;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Ville de Quimper;;;contrat initial;Travaux de voirie en accompagnement de la réalisation de conteneurs enterrés (programme 2015);;Travaux;Procédure adaptée;29000.0;Quimper;;29.0;2015;2015-12-24;;;;48677;;;;COLAS CENTRE OUEST;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-411505;;Ville de Quimper;;;contrat initial;Aménagement de locaux associatif dans l’ancienne auberge de jeunesse - Menuiseries int. bois / Plâtrerie / Cloisons / Doublage / Plafonds suspendus - lot 5;;Travaux;Procédure adaptée;29590.0;Le Faou;;29.0;2015;2015-03-26;;;;54911;;;;ATLANTIC BATIMENT;;29000;29;Finistère;Quimper;;Non disponible;;;;;47.9969497735, -4.09093803063
